,title
8634,THEMATIC SECTION Evaluating environmental governance in a Belarusian World Bank biodiversity project
8635,Covariance between disturbance and soil resources dictates the invasibility of northern fescue prairies
8636,Drought intensification drives turnover of structure and function in stream invertebrate communities
8637,Potential role of sacred groves in biodiversity conservation in Tanzania
8638,
8639,Biodiversity and environmental values: in search of a universal earth ethic
8640,Spider responses to alien plant invasion: the effect of short-and long-term Chromolaena odorata invasion and management
8641,Comparing species and measures of landscape structure as indicators of conservation importance
8642,A pragmatic approach for improving invertebrate biodiversity assessment in the agricultural landscape
8643,"Snake richness in urban forest fragments from Niterói and surroundings, state of Rio de Janeiro, southeastern Brazil"
8644,Distribution of medium-to large-sized African mammals based on habitat suitability models
8645,"Microfungi from Bark of Healthy and Damaged American Beech, Fraser Fir, and Eastern Hemlock Trees During an All Taxa Biodiversity Inventory in Forests of the Great Smoky Mountains National Park"
8646,Effectiveness of sampling methods and further sampling for accessing spider diversity: a case study in a Brazilian Atlantic rainforest fragment
8647,Accounting for data heterogeneity in patterns of biodiversity: an application of linear mixed effect models to the oceanic island biogeography of spore-producing plants
8648,"Butterfly assemblages in a traditional agricultural landscape: importance of secondary forests for conserving diversity, life history specialists and endemics"
8649,Riparian plant guilds become simpler and most likely fewer following flow regulation
8650,Incorporating climate change into systematic conservation planning
8651,"Reversing borealization as a means to restore biodiversity in Central-European mountain forests ± an example from the Krkonos Ïe Mountains, Czech Republic"
8652,
8653,Wildlife-vehicle collision hotspots at US highway extents: scale and data source effects
8654,Urban ecosystems and sustainable urban development-analysing and assessing interacting systems in the Stockholm region
8655,Littoral species diversity and biomass: concordance among organismal groups and the effects of environmental variables
8656,"A checklist of epigaeic ants (Hymenoptera: Formicidae) from the Marakele National Park, Limpopo, South Africa"
8657,"Systematics and Biodiversity Investigations into the status of a new taxon of Salanoia (Mammalia: Carnivora: Eupleridae) from the marshes of Lac Alaotra, Madagascar Investigations into the status of a new taxon of Salanoia (Mammalia: Carnivora: Eupleridae) from the marshes of Lac Alaotra, Madagascar"
8658,Interactive effects of habitat fragmentation and microclimate on trap-nesting Hymenoptera and their trophic interactions in small secondary rainforest remnants
8659,Potential impacts of tourist developments in St Lucia on the Endangered White-breasted Thrasher Ramphocinclus brachyurus
8660,Reexamining the science of marine protected areas: linking knowledge to action
8661,Distinctive patterns in habitat association and distribution of tiger beetles in the Shivalik landscape of North Western India
8662,Temporal patterns of species accumulation in a survey of Lepidoptera in a beech-maple forest
8663,Restoring restoration: removal of the invasive plant Microstegium vimineum from a North Carolina wetland
8664,The current status of forest Macrolepidoptera in northern New Jersey: evidence for the decline of understory specialists
8665,A Hierarchical Ecological Approach to Conserving Marine Biodiversity
8666,Influence of ethnic traditional cultures on genetic diversity of rice landraces under on-farm conservation in southwest China
8667,Property rights in protected areas: obstacles to community involvement as a solution in Thailand
8668,Reduced competition may allow generalist species to benefit from habitat homogenization
8669,inventory The stream fish fauna from three regions of the Upper Paraná River basin
8670,"Origin, diversification and conservation status of talus snails in the Pinaleño Mountains: a conservation biogeographic study"
8671,Sediment deposition from eroding peatlands alters headwater invertebrate biodiversity
8672,Sibling species in South Indian populations of the rufous horse-shoe bat Rhinolophus rouxii
8673,Identifying challenges to enforcement in protected areas: empirical insights from 15 Colombian parks
8674,TREE REGENERATION IN THE COASTAL MAULINO FOREST Revista Chilena de Historia Natural
8675,"Checklist of the parasites of European eel Anguilla anguilla (Linnaeus, 1758) (Anguillidae) in Poland"
8676,
8677,Conservation of European hares Lepus europaeus in Britain: is increasing habitat heterogeneity in farmland the answer?
8678,Thematic Section: Forests in Flux Scenarios of Land Use and Land Cover Change and Their Multiple Impacts on Natural Capital in Tanzania
8679,"Traditional knowledge of wild edible plants with special emphasis on medicinal uses in Southern Shan State, Myanmar"
8680,Management of the natural ecosystems of the Cape Peninsula: current status and future prospects
8681,Effect of habitat amount and complexity on social wasps (Vespidae: Polistinae): implications for biological control
8682,"Journal of Ethnobiology and Ethnomedicine Rituals, ceremonies and customs related to sacred trees with a special reference to the Middle East"
8683,Are cities hotspots for bees? Local and regional diversity patterns lead to different conclusions
8684,History matters: Heterotrophic microbial community structure and function adapt to multiple stressors
8685,Habitat conservation research for amphibians: methodological improvements and thematic shifts
8686,A centroid model of species distribution with applications to the Carolina wren Thryothorus ludovicianus and house finch Haemorhous mexicanus in the United States
8687,Determining the effects of habitat fragment area on grasshopper species density and richness: a comparison of proportional and uniform sampling methods
8688,Effects of forest continuity on flying saproxylic beetle assemblages in small woodlots embedded in agricultural landscapes
8689,Higher Taxa as Surrogates of Plant Biodiversity in a Megadiverse Country
8690,BIODIVERSITY RESEARCH How species traits and affinity to urban land use control large-scale species frequency
8691,Using Carbon Investment to Grow the Biodiversity Bank
8692,Climate change decouples marine and freshwater habitats of a threatened migratory fish
8693,Ecological and Economic Services Provided by Birds on Jamaican Blue Mountain Coffee Farms
8694,Effects of shading and mulch depth on the colonisation of habitat patches by arthropods of rainforest soil and litter
8695,Parks-people conflicts: the case of Gonarezhou National Park and the Chitsa community in south-east Zimbabwe
8696,Reptiles on the brink: identifying the Australian terrestrial snake and lizard species most at risk of extinction
8697,Forest bees are replaced in agricultural and urban landscapes by native species with different phenologies and life-history traits
8698,Mapping and predicting deforestation patterns in the lowlands of Sumatra
8699,"Species Composition, diversity and local uses of tropical dry deciduous and gallery forests in Nicaragua"
8700,Species-and community-level responses to habitat spatial changes in fragmented rainforests: assessing compensatory dynamics in amphibians and reptiles
8701,A list of bees from three locations in the Northern Rockies Ecoregion (NRE) of western Montana
8702,"Termite assemblages (Blattaria, Isoptera) in two montane forest (Brejo de Altitude) areas in northeastern Brazil"
8703,From the Ground Up: Natural History Education in an Urban Campus Restoration
8704,Use of large web-based data to identify public interest and trends related to endangered species
8705,Microhabitats reduce animal&apos;s exposure to climate extremes
8706,Susceptibility to a metal under global warming is shaped by thermal adaptation along a latitudinal gradient
8707,Distributional patterns of freshwater ascomycetes communities along an Andes to Amazon elevational gradient in Peru
8708,Where will conflicts between alien and rare species occur after climate and land-use change? A test with a novel combined modelling approach
8709,Distribution and conservation of Grallaria and Grallaricula antpittas (Grallariidae) in Ecuador
8710,Integrating habitat-and species-based perspectives for wetland conservation in lowland agricultural landscapes
8711,Conservation of the Biodiversity of Brazil&apos;s Inland Waters
8712,Seabirds encountered along return transects between South Africa and Antarctica in summer in relation to hydrological features
8713,Historical Changes in Nebraska&apos;s Lotic Fish Assemblages: Implications of Anthropogenic Alterations
8714,Diversity and conservation of saproxylic beetles in 42 European tree species: an experimental approach using early successional stages of branches
8715,Identifying taxonomic and functional surrogates for spring biodiversity conservation
8716,Cyanobacterial Blooms as an Indicator of Environmental Degradation in Waters and Their Monitoring Using Satellite Remote Sensing Cyanobacterial bloom • Visual cyanobacteria index (VCI) • Chl-a • Fish • Plankton • Macrophyte • Remote sensing • Landsat • Lake • Water quality • Eutrophication
8717,Long-term cost-effectiveness of coypu (Myocastor coypus) control in Piedmont (Italy)
8718,Invasive non-native species likely to threaten biodiversity and ecosystems in the Antarctic Peninsula region | 2703
8719,Evaluating population connectivity for species of conservation concern in the American Great Plains
8720,"Altitudinal variation and conservation priorities of vegetation along the Great Rift Valley escarpment, northern Ethiopia"
8721,
8722,Forecasting the future of biodiversity: a test of single-and multi-species models for ants in North America
8723,Benthic ecoregionalization based on echinoid fauna of the Southern Ocean supports current proposals of Antarctic Marine Protected Areas under IPCC scenarios of climate change
8724,Effects of Buffer-Strip Retention and Clearcutting on Land Snails in Boreal Riparian Forests
8725,Herpetofaunal Species Richness of Southeastern National Parks
8726,Is the Atlantic Forest protected area network eYcient in maintaining viable populations of Brachyteles hypoxanthus?
8727,Audience segmentation to improve targeting of conservation interventions for hunters
8728,Mechanisms linking plant species richness to foraging of a large herbivore
8729,Residue incorporation depth is a controlling factor of earthworm-induced nitrous oxide emissions
8730,The native versus alien dichotomy: relative impact of native noisy miners and introduced common mynas
8731,Geographic and altitudinal distribution of the insular endemic frog Hylodes fredi (Anura: Hylodidae) of the Atlantic coast of southeastern Brazil
8732,"Plantation forests, climate change and biodiversity"
8733,Exploring the taxonomic composition of two fungal communities on the Swedish west coast through metabarcoding
8734,Environmental DNA surveillance for invertebrate species: advantages and technical limitations to detect invasive crayfish Procambarus clarkii in freshwater ponds
8735,Vertical distribution of saproxylic beetles within snag trunks retained in plantation forests
8736,Pollination services decline with distance from natural habitat even in biodiversity-rich areas
8737,Strong upwelling conditions drive differences in species abundance and community composition along the Atlantic coasts of Morocco and Western Sahara
8738,Culturally valuable minority crops provide a succession of floral resources for flower visitors in traditional orchard gardens
8739,"Three categories of urban green areas and the effect of their different management on the communities of ants, spiders and harvestmen"
8740,"Association Between Habitat Size, Brushtail Possum Density, and the Mosquito Fauna of Native Forests in the Auckland Region, New Zealand"
8741,Diversity patterns in sandy forest-steppes: a comparative study from the western and central Palaearctic
8742,How long has the &apos;hotspot&apos; been &apos;hot&apos;? Past stand-scale structures at Siggaboda nature reserve in southern Sweden
8743,Cost-effective age structure and geographical distribution of boreal forest reserves
8744,Risk management to prioritise the eradication of new and emerging invasive non-native species
8745,Hybridization increases canopy arthropod diversity in the Quercus affinis × Quercus laurina complex
8746,Decadal change in wetland-woodland boundaries during the late 20th century reflects climatic trends
8747,Functional Diversity as a New Framework for Understanding the Ecology of an Emerging Generalist Pathogen
8748,Using ancient DNA to quantify losses of genetic and species diversity in seabirds: a case study of Pterodroma petrels from a Pacific island
8749,"Ecological aspects of endemic plant populations on Klang Gates quartz ridge, a habitat island in Peninsular Malaysia"
8750,Analysing fragmentation in vulnerable biodiversity hotspots in Tanzania from 1975 to 2012 using remote sensing and fragstats Launched to accelerate biodiversity conservation
8751,
8752,Pollinator nesting guilds respond differently to urban habitat fragmentation in an oak-savannah ecosystem
8753,"Use, exploitation and prospects for conservation: people and plant biodiversity of Naltar Valley, northwestern Karakorums, Pakistan"
8754,Patterns of alien plant diversity in the urban landscapes of global biodiversity hotspots: a case study from the Himalayas
8755,"Do changes in the frequency, magnitude and timing of extreme climatic events threaten the population viability of coastal birds?"
8756,How bad are invaders in coastal waters? The case of the American slipper limpet Crepidula fornicata in western Europe
8757,Bacterial diversity within five unexplored freshwater lakes interconnected by surface channels in East Antarctic Dronning Maud Land (Schirmacher Oasis) using amplicon pyrosequencing
8758,BIODIVERSITY RESEARCH Evaluating reserves for species richness and representation in northern California
8759,Nestedness in riverine mussel communities: patterns across sites and fish hosts
8760,"Downgrading, Downsizing, Degazettement, and Reclassification of Protected Areas in Brazil"
8761,"Interglacial refugia on tropical mountains: Novel insights from the summit rat (Rattus baluensis), a Borneo mountain endemic"
8762,Species richness of helminth parasites in Mexican amphibians and reptiles
8763,TERRESTRIAL VERTEBRATES IN PENNSYLVANIA: STATUS AND CONSERVATION IN A CHANGING LANDSCAPE
8764,Endemism and conservation of Amazon palms
8765,"BIODIVERSITY RESEARCH Endemism and sexual systems in the evergreen tree flora of the Western Ghats, India"
8766,Can Acacia mangium and Acacia auriculiformis hinder restoration efforts in the Brazilian Atlantic Forest under current and future climate conditions?
8767,"Aquatic communities in arid landscapes: local conditions, dispersal traits and landscape configuration determine local biodiversity"
8768,Macrobenthos of the Ob Bay and adjacent Kara Sea shelf
8769,"Environmental Conservation 23 (1): 55-65 O 1996 Foundation for Environmental Conservation Protecting Hong Kong&apos;s marine biodiversity: present proposals, future challenges"
8770,
8771,Revista Mexicana de Biodiversidad Ecological niche models as a tool for estimating the distribution of plant communities Modelos de nicho ecológico como herramienta para estimar la distribución de comunidades vegetales
8772,Cross-taxon congruence of a and b diversity among five leaf litter arthropod groups in Colombia
8773,BIODIVERSITY RESEARCH Comparative taxonomic structure of the floras of two Mediterranean-climate regions: Iberia and California
8774,Temporal scale dependent interactions between multiple environmental disturbances in microcosm ecosystems
8775,Implications of Goodhart&apos;s Law for monitoring global biodiversity loss
8776,Local and landscape effects of organic farming on butterfly species richness and abundance
8777,Ecosystem services and biodiversity conservation: an introduction to the RUBICODE project
8778,Invasive alien predator causes rapid declines of native European ladybirds A Journal of Conservation Biogeography Diversity and Distributions
8779,"Checklist das Cryptophyceae do estado de São Paulo, Brasil"
8780,"Inventory and distribution of Oligochaeta (Annelida, Clitellata) in first-order streams in preserved areas of the state of Minas Gerais, Brazil"
8781,"Species diversity of bats (Mammalia: Chiroptera) in Iwokrama Forest, Guyana, and the Guianan subregion: implications for conservation"
8782,Drivers of primate richness and occurrence in a naturally patchy landscape in the Brazilian Amazon
8783,BIODIVERSITY RESEARCH Determinants of native and alien species richness in the urban flora of Rome Determinants of species richness in Rome
8784,"Development of a Large-Scale, Long-Term Coral Cover and Disturbance Database in the Philippines"
8785,Knowledge-based models for predicting species occurrence in arable conditions
8786,How threatened are alpine environments? a cross taxonomic study
8787,"Population size, structure and habitat features of Haworthia koelmaniorum var. mcmurtryi, an endemic plant from Mpumalanga Province, South Africa"
8788,Evidence for shifting baseline syndrome in conservation
8789,"Continental impacts of water development on waterbirds, contrasting two Australian river basins: Global implications for sustainable water use"
8790,"Biodiversity hotspots are not congruent with conservation areas in the Gulf of California Hem Nalini Morzaria-Luna, et al. [full author details at the end of the article]"
8791,Identifying areas of high importance for orchid conservation in east Macedonia (NE Greece)
8792,Comparing bird assemblages in large and small fragments of the Atlantic Forest hotspots
8793,An indicator system for identification of sites of high conservation value for saproxylic oak (Quercus spp.) beetles in southern Sweden
8794,Life after logging: post-logging recovery of a neotropical bat community
8795,Getting serious about maintaining biodiversity
8796,Land sharing vs. land sparing: does the compact city reconcile urban development and biodiversity conservation?
8797,Implications of changing species definitions for conservation purposes
8798,Revista Mexicana de Biodiversidad
8799,"Co-Management Approach to Marine Conservation in Mohéli, Comoros Islands"
8800,Threats to intact tropical peatlands and opportunities for their conservation
8801,Forest restoration as a double-edged sword: the conflict between biodiversity conservation and pest control
8802,Experimentally increased snow accumulation alters soil moisture and animal community structure in a polar desert
8803,Political Incentives for Biodiversity Conservation
8804,"Impacts of rain forest fragmentation on butterflies in northern Borneo: species richness, turnover and the value of small fragments"
8805,"The BioREGIO Carpathians project: aims, methodology and results from the &quot;Continuity and Connectivity&quot; analysis Launched to accelerate biodiversity conservation"
8806,
8807,Paradox Between Species Diversity and Conservation: A Subtropical Atlantic Forest Reserve in Brazil Has Similar Tree Species Diversity to Unprotected Sites in the Same Region
8808,Rapidly Shifting Baselines in Yangtze Fishing Communities and Local Memory of Extinct Species
8809,Northern New Zealand rhodoliths: assessing faunal and floral diversity in physically contrasting beds
8810,Why We Need Megareserves in Amazonia
8811,How are soil carbon and tropical biodiversity related?
8812,A genetic analysis of the European hedgehog (Erinaceus europaeus): an applicative case study to support its eradication from Pianosa Island (Tuscan Archipelago)
8813,Impact of invasive Rosa rugosa on the arthropod fauna of Danish yellow dunes
8814,Effects of an invasive plant on a desert sand dune landscape
8815,Creation of Information Retrieval System on the Unique Research Collections of the Zoological Institute RAS
8816,"Sequestering carbon and restoring renosterveld through fallowing: a practical conservation approach for the Overberg, Cape Floristic Region, South Africa"
8817,Range-Wide Selection of Catchments for Pacific Salmon Conservation
8818,"Plants, People, and the Conservation of Biodiversity of Potatoes in Peru"
8819,Relationship between climate and geographical variation of local woody species richness within the Mediterranean- type region of Chile
8820,Do grazing intensity and herbivore type affect soil health? Insights from a semi-arid productivity gradient
8821,Nonlinear relationship between biodiversity and human population density: evidence from Southeast Asia
8822,Urban trees: bridge-heads for forest pest invasions and sentinels for early detection
8823,Assessing the effectiveness of environmental education: mobilizing public support for Philippine crocodile conservation
8824,Assessing the effects of payments for ecosystem services programs on forest structure and species biodiversity
8825,The importance of urban reserves for conserving beetle communities: a case study from New Zealand
8826,
8827,Developing landscape habitat models for rare amphibians with small geographic ranges: a case study of Siskiyou Mountains salamanders in the western USA
8828,Loss of biodiversity and ecosystem functioning in Indo-Malayan peat swamp forests Abbreviations DOC Dissolved organic carbon UNDP United Nations Development Programme IUCN International Union for Conservation of Nature
8829,222-230 C Foundation for Environmental Conservation
8830,Seasonal variation of gastro-intestinal helminths of three bat species in the dry forest of western Mexico-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). bajo la licencia CC BY-NC-ND (http://creativecommons.org/licenses/by-nc-nd/4.0/)
8831,Influence of water quality and habitat conditions on amphibian community metrics in rivers affected by urban activity
8832,"Synopsis of a new collection of sea spiders (Arthropoda: Pycnogonida) from the Ross Sea, Antarctica"
8833,Evidence that dingoes limit abundance of a mesopredator in eastern Australian forests
8834,"Delayed mowing promotes planthoppers, leafhoppers and spiders in extensively managed meadows"
8835,"Effects of reduced water quality on coral reefs in and out of no-take marine reserves MPA, resilience Efectos de la Reducción de la Calidad del Agua Sobre los Arrecifes de Coral Dentro y Fuera de Reservas Marinas sin Actividades de Extracción"
8836,Estimating Extinction Risk with Metapopulation Models of Large-Scale Fragmentation
8837,First record of lithodid crabs from Antarctic waters off the Balleny Islands
8838,The impact of high-altitude ski pistes on ground-dwelling arthropods in the Alps
8839,"Post-apartheid perceptions of the Greater St Lucia Wetland Park, South Africa"
8840,Eradicating down the food chain: optimal multispecies eradication schedules for a commonly encountered invaded island ecosystem
8841,Phytotelmata colonization in bamboo (Guadua sp.) culms in northeast Argentina
8842,Niches in the Anthropocene: passerine assemblages show niche expansion from natural to urban habitats
8843,BIODIVERSITY RESEARCH Garden bird feeding predicts the structure of urban avian assemblages
8844,"Looking beyond parks: the conservation value of unprotected areas for hornbills in Arunachal Pradesh, Eastern Himalaya"
8845,Identifying pathways for managing multiple disturbances to limit plant invasions
8846,Global climate change and litter decomposition: more frequent fire slows decomposition and increases the functional importance of invertebrates
8847,
8848,Application of the IUCN Red Listing system to setting species targets for conservation planning purposes
8849,
8850,"Journal of Natural History Taxonomic revision of some lepraliomorph cheilostome bryozoans (Bryozoa: Lepraliomorpha) from Rio de Janeiro State, Brazil Taxonomic revision of some lepraliomorph cheilostome bryozoans (Bryozoa: Lepraliomorpha) from Rio de Janeiro State, Brazil"
8851,Snakes in a seasonally dry tropical forest in northeastern Brazil
8852,Protective management of trees against debarking by deer negatively impacts bryophyte diversity Abbreviations GLM Generalized linear model AIC Akaike information criterion DBH Diameter at breast height ICP-MS Inductively coupled plasma-mass spectrometry
8853,"Seasonal acoustic presence of blue, fin, and minke whales off the Juan Fernández Archipelago, Chile (2007-2016)"
8854,Biodiversity priority areas and religions-a global analysis of spatial overlap
8855,
8856,The performance of the global protected area system in capturing vertebrate geographic ranges
8857,"Microfungi of Forest Litter from Healthy American Beech, Fraser Fir, and Eastern Hemlock Stands in Great Smoky Mountains National Park"
8858,The cyanobacterial community of polygon soils at an inland Antarctic nunatak
8859,Changes in plant species diversity of aquatic ecosystems in the agricultural landscape in West Poland in the last 30 years
8860,Changes of dung beetle communities from rainforests towards agroforestry systems and annual cultures in Sulawesi (Indonesia)
8861,
8862,"Species composition, physiognomy and plant diversity of the tropical montane evergreen broad-leaved forest in southern Yunnan"
8863,Choosing prevention or cure when mitigating biodiversity loss: Trade-offs under &apos;no net loss&apos; policies
8864,Predictors of Phytophthora diversity and community composition in natural areas across diverse Australian ecoregions
8865,Performance of non-native species within marine reserves
8866,"A biodiversity survey of scavenging amphipods in a proposed marine protected area: the Filchner area in the Weddell Sea, Antarctica"
8867,Increase in non-native species richness leads to biotic homogenization in vacant lots of a highly urbanized landscape
8868,
8869,The ecological impact of city lighting scenarios: exploring gap crossing thresholds for urban bats
8870,Biodiversity change is uncoupled from species richness trends: Consequences for conservation and monitoring
8871,Ground beetle (Coleoptera: Carabidae) communities on green roofs in Switzerland: synthesis and perspectives
8872,Variability of macrobenthic diversity and distributions in Alaskan sub-Arctic and Arctic marine systems with application to worldwide Arctic Systems
8873,Mechanisms underpinning climatic impacts on natural populations: altered species interactions are more important than direct effects
8874,Measuring spider richness: effects of different sampling methods and spatial and temporal scales
8875,The marine &apos;great wall&apos; of China: local- and broad-scale ecological impacts of coastal infrastructure on intertidal macrobenthic communities
8876,Changes through time in soil Collembola communities exposed to urbanization
8877,UC Berkeley UC Berkeley Previously Published Works Title
8878,Critical need for new definitions of &quot;forest&quot; and &quot;forest degradation&quot; in global climate change agreements
8879,The effects of urbanization on carnivores in the New York metropolitan area
8880,Governance of genetic biocontrol technologies for invasive fish
8881,Assembly of weed communities along a crop diversity gradient
8882,Current address: Division of Insects
8883,Scientists&apos; responsibilities towards evidence-based conservation in a Small Island Developing State
8884,Seventy-five years of biodiversity decline of fish assemblages in Chinese isolated plateau lakes: widespread introductions and extirpations of narrow endemics lead to regional loss of dissimilarity
8885,"Impact of invasive plant species on the livelihoods of farming households: evidence from Parthenium hysterophorus invasion in rural Punjab, Pakistan"
8886,Aquatic plant diversity in four river floodplains: a comparison at two hierarchical levels
8887,"Enhancing Conservation, Ecosystem Services, and Local Livelihoods through a Wildlife Premium Mechanism"
8888,Trade-Offs between Species Conservation and the Size of Marine Protected Areas
8889,Climate change effects on organic matter decomposition rates in ecosystems from the Maritime Antarctic and Falkland Islands
8890,Conservation to the rescue of taxonomy
8891,Thermal and hydrologic responses to climate change predict marked alterations in boreal stream invertebrate assemblages
8892,Predicting tree species richness in urban forests
8893,"Diversity and abundance of nematode-trapping fungi from decaying litter in terrestrial, freshwater and mangrove habitats"
8894,Prediction of bird community composition based on point-occurrence data and inferential algorithms: a valuable tool in biodiversity assessments
8895,No general edge effects for invertebrates at Afromontane forest/grassland ecotones
8896,Improving the containment of a freshwater invader using environmental DNA (eDNA) based monitoring
8897,Journal of Natural History
8898,"Effects of Human Trampling on Populations of Soil Fauna in the McMurdo Dry Valleys, Antarctica"
8899,Riparian deforestation affects the structural dynamics of headwater streams in Southern Brazilian Amazonia
8900,Environmental Conservation Scientific Productivity of Brazilian Ecological Stations
8901,"Disentangling species and functional group richness effects on soil N cycling in a grassland ecosystem CO 2 elevation, N enrichment, net N mineralization, plant diversity, plant N pools, soil inorganic N pools"
8902,Editor András Báldi
8903,Primary forest succession on poor sandy soils as related to site factors
8904,C Foundation for Environmental Conservation
8905,
8906,How feasible are global forest restoration commitments?
8907,Alterações no Código Florestal Brasileiro: impactos potenciais sobre a ictiofauna
8908,Long-term impacts of changed grazing regimes on the vegetation of heterogeneous upland grasslands
8909,Functional ecology as a missing link for conservation of a resource-limited flora in the Atlantic forest
8910,The importance of the biodiversity of soil biota in arid ecosystems
8911,"Freshwater fish species richness and conservation of mountain streams in the Jinggang- shan National Nature Reserve, China"
8912,Fine-scale determinants of vertebrate roadkills across a biodiversity hotspot in Southern Spain
8913,MODEL-ASSISTED MONITORING OF BIODIVERSITY Cost-effective monitoring of biological invasions under global change: a model-based framework
8914,The Response of Bats (Mammalia: Chiroptera) to Habitat Modification in a Neotropical Savannah
8915,A global distribution of biodiversity inferred from climatic constraints: results from a process-based modelling study
8916,Biodiversity conservation in cocoa production landscapes: an overview
8917,A continental-scale tool for acoustic identification of European bats
8918,Predicted Climate-Driven Bird Distribution Changes and Forecasted Conservation Conflicts in a Neotropical Savanna
8919,Wetland conservation and sustainable use under global change: a tropical Australian case study using magpie geese
8920,
8921,Temporal homogenization of functional and beta diversity in bird communities of the Swiss Alps
8922,Conservation Challenges for the Austral and Neotropical America Section
8923,Quantifying turnover in biodiversity of British breeding birds
8924,"Biodiversity and distribution of the genus Gromia (Protista, Rhizaria) in the deep Weddell Sea (Southern Ocean)"
8925,Predicting biodiversity loss in island and countryside ecosystems through the lens of taxonomic and functional biogeography Research
8926,Indirect Effects of Feral Horses on Estuarine Communities Levin et al. Effects of Feral Horses on Estuarine Habitat 1365
8927,An approach to bioassess pelagic ciliate biodiversity at different taxonomic resolutions in response to various habitats in the Amundsen Sea (Antarctica)
8928,Environmental Disclosure in Japanese Wood-Related Companies for 2005 and 2010
8929,Modeling endangered mammal species distributions and forest connectivity across the humid Upper Guinea lowland rainforest of West Africa
8930,Connectivity Conservation and Endangered Species Recovery: A Study in the Challenges of Defining Conservation-Reliant Species
8931,Natal dispersal of tree sloths in a human-dominated landscape: Implications for tropical biodiversity conservation
8932,The Homogocene: a research prospectus for the study of biotic homogenisation
8933,BIODIVERSITY RESEARCH Predicting species distributions from museum and herbarium records using multiresponse models fitted with multivariate adaptive regression splines
8934,"Biocultural diversity and landscape patterns in three historical rural areas of Morocco, Cuba and Italy"
8935,"Dietary shift of an invasive predator: rats, seabirds and sea turtles"
8936,"Invasion by Artocarpus heterophyllus (Moraceae) in an island in the Atlantic Forest Biome, Brazil: distribution at the landscape level, density and need for control"
8937,Research priorities for conservation and natural resource management in Oceania&apos;s small-island developing states
8938,"Journal of Natural History Biodiversity of marine planarians revisited (Platyhelminthes, Tricladida, Maricola) Biodiversity of marine planarians revisited (Platyhelminthes, Tricladida, Maricola)"
8939,
8940,"Systematics and Biodiversity A new species of electric knifefish, genus Compsaraia (Gymnotiformes: Apteronotidae) from the Amazon River, with extreme sexual dimorphism in snout and jaw length"
8941,Long-term changes in the abundance of flying insects
8942,Environmental Conservation Impacts of Fire on Forest Biomass Dynamics at the Southern Amazon Edge
8943,Changes in area and number of nature reserves in China HHS Public Access Author manuscript
8944,Smaller ields support more butterlies: comparing two neighbouring European countries with diferent socioeconomic heritage
8945,Prioritizing habitat core areas and corridors for a large carnivore across its range
8946,Associations between a highly invasive species and native macrophytes differ across spatial scales
8947,"Cork-oak woodlands as key-habitats for biodiversity conservation in Mediterranean landscapes: a case study using rove and ground beetles (Coleoptera: Staphylinidae, Carabidae)"
8948,Comparison of the mustard oil and electrical methods for sampling earthworm communities in rural and urban soils
8949,Marketing insects: can exploiting a commercial framework help promote undervalued insect species?
8950,A multidimensional characterization of rarity applied to the Aegean tenebrionid beetles (Coleoptera Tenebrionidae)
8951,Forest remnants contribute to parasitoid conservation: experimental evaluation of parasitism on a leafminer host
8952,Predator-prey ratios on cocoa along a land-use gradient in Indonesia
8953,Raccoons foster the spread of freshwater and terrestrial microorganisms-Mammals as a source of microbial eDNA
8954,Interaction between patch area and shape: lakes with different formation processes have contrasting area and shape effects on macrophyte diversity
8955,"Does recent habitat fragmentation affect the population genetics of a heathland specialist, Andrena fuscipes (Hymenoptera: Andrenidae)?"
8956,"Strong genetic exchange among populations of a specialist bee, Andrena vaga (Hymenoptera: Andrenidae)"
8957,Pollination services mapping and economic valuation from insect communities: a case study in the Azores (Terceira Island) Launched to accelerate biodiversity conservation
8958,Long-term monitoring of saproxylic beetles from Mediterranean oak forests: an approach to the larval biology of the most representative species
8959,Cross-section of a refugium: genetic diversity of amphibian and reptile populations in the Balkans
8960,BIODIVERSITY RESEARCH Filling in the gaps: modelling native species richness and invasions using spatially incomplete data
8961,"The genus Cyamiocardium Soot-Ryen, 1951 (Bivalvia: Cyamiidae) in sub-Antarctic and Antarctic waters"
8962,Assessing changes in the conservation status of threatened Brazilian vertebrates
8963,Toward quantification of the impact of 21st-century deforestation on the extinction risk of terrestrial vertebrates
8964,A systematic approach for prioritizing multiple management actions for invasive species
8965,Land-use history determines ecosystem services and conservation value in tropical agroforestry
8966,"Moth assemblages within urban domestic gardens respond positively to habitat complexity, but only at a scale that extends beyond the garden boundary"
8967,"Cornerstones of biodiversity conservation? Comparing the management effectiveness of Kruger and Kakadu National Parks, two key savanna reserves"
8968,Species Richness Estimation and Rarefaction of Fish Assemblages in a Small Watershed
8969,7 years of grassland management leads to parallel local and regional biodiversity shifts among a wide range of taxonomic groups
8970,Bat diversity and abundance associated with the degree of secondary succession in a tropical forest mosaic in south-eastern Mexico
8971,Vertebrate community composition and diversity declines along a defaunation gradient radiating from rural villages in Gabon
8972,Geographic discrepancies between global and local rarity richness patterns and the implications for conservation
8973,"Adjacent woodlands rather than habitat connectivity influence grassland plant, carabid and bird assemblages in farmland landscapes"
8974,Recovering mountain Mediterranean grasslands for breeding birds: ecology and population status shape species responses to management
